year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,0,0,17.4,0,0.2,0,0,1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,1.3,0,9.8,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.1,0,0.1,0,0.1,0,0,0,0,0
1962,0,0,0,18,0,0.2,0,0,1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,1.2,0,14.6,0,0,5.2,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0.2,0,0.1,0,0.1,0,0.1,0,0,0,0,0
1963,0,0,0,17.9,0,0.2,0,0,1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,1.1,0,14.3,0,0,5.5,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0.2,0,0.1,0,0.1,0,0.1,0,0,0,0,0
1964,0,0,0,18.7,0,0.2,0,0,1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,1.2,0,14.2,0,0,5.8,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.3,0,0.1,0,0.1,0,0.1,0,0,0,0,0
1965,0,0,0,19.2,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,1.1,0,14.8,0,0,6.4,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0.3,0,0.1,0,0.1,0,0.1,0,0,0,0,0
1966,0,0,0,21.1,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,1.2,0,15.3,0,0,6.7,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0.3,0,0.1,0,0.1,0,0.1,0,0,0,0,0
1967,0,0,0,20.8,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,1.2,0,16.4,0,0,6.6,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0.2,0,0.1,0,0.1,0,0.1,0,0,0,0,0
1968,0,0,0,22.3,0,0.2,0,0,0.9,0,0.1,0,0,0,0,0,0,0,0.1,0,0,1.2,0,17,0,0,7,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0.2,0,0.1,0,0.1,0,0.1,0,0,0,0,0
1969,0,0,0,23.8,0,0.2,0,0,1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,1.2,0,16.7,0,0,7.2,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0.3,0,0.1,0,0.1,0.1,0.2,0,0,0,0,0
1970,0,0,0,27.4,0,0.2,0,0,0.9,0,0.1,0,0,0,0,0,0,0,0.1,0,0,1.2,0,16.1,0,0,7.7,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0.2,0,0.1,0,0.1,0.1,0.2,0,0,0,0,0
